"text","mentions","in_reply_to","created_at","url"
"The explosion video was a mine that blew up ~20-30min after the dam ruptured. The Telegram chat definitely lends itself to the explosion theory -- I linked to that in my thread too. I never said I don't believe that there wasn't an explosion, I was just aggregating sources.","@conockrad @hergravce @bellingcat ","@AricToler @hergravce @bellingcat Have you seen video with explosion?
Have you seen Kahovka telegram chat where at 2:20 people reported sound of huge explosion and then water flow?
No? 
Then why do you present your personal suggestions as an OSINT work?","2023-06-07T19:39:51.000Z","https://twitter.com/AricToler/status/1666530427975225365"
"Many still think that Russian criminal neglect led to a structural collapse, which is what you are mad at me for suggesting. Maybe it was a Russian explosion, as this engineer believes. I don't know the answer, we'll have a conclusive answer soon hopefully.","@hergravce @bellingcat ","@AricToler @bellingcat You would have been ahead if you consulted experts before you started sharing your stupidity with the world 🤷‍♂️","2023-06-07T19:32:56.000Z","https://twitter.com/AricToler/status/1666528688320524295"
"way ahead of ya https://t.co/6CvPQPB59N","@hergravce @bellingcat ","Well, I have some news for ""I am not an engineer, BUT MAY BE IT WAS MOTHER NATURE"" @AricToler and his @bellingcat colleagues. 
An actual engineer thinks you are full of shit.
https://t.co/ulthM4Jz02","2023-06-07T19:28:30.000Z","https://twitter.com/AricToler/status/1666527573575192590"
"Swish","@lib_crusher ","https://t.co/oBJNH5WON5","2023-06-07T18:53:17.000Z","https://twitter.com/AricToler/status/1666518709886656536"
"(Meta discussion: This thread is aggregating sources speaking to the origin of the dam breakage -- likely either Russian criminal negligence or an intentional Russian explosion. I have no strong opinion or expertise either way, just putting these various accounts into one place)","","Opposite of Volya's account, @CITeam_en analyzed videos of the destroyed dam and satellite imagery, concluding that it was a structural collapse due to Russian ""criminal negligence"" rather than intentional explosions.
https://t.co/LPBjVQ45q9","2023-06-07T15:22:18.000Z","https://twitter.com/AricToler/status/1666465615001927683"
"Opposite of Volya's account, @CITeam_en analyzed videos of the destroyed dam and satellite imagery, concluding that it was a structural collapse due to Russian ""criminal negligence"" rather than intentional explosions.
https://t.co/LPBjVQ45q9","","It's just one anonymously-sourced account, so don't put too much stock into it, but they do name specific names in there -- worth following up on any secondary reporting around this regiment and the specific people named from it.","2023-06-07T15:19:07.000Z","https://twitter.com/AricToler/status/1666464813084549126"
"How is it Russian propaganda if it blames Russia for blowing up the dam?","@MrPissant ","@AricToler i don't appreciate Russian propaganda being pushed in my newsfeed","2023-06-07T15:00:45.000Z","https://twitter.com/AricToler/status/1666460191058022402"
"Using this thread to aggregate different sources and opinions, including plenty that contradict each other.","@MrPissant ","@AricToler @kromark you push a lot of info from unconfirmed sources","2023-06-07T14:59:16.000Z","https://twitter.com/AricToler/status/1666459815583924230"
"It's just one anonymously-sourced account, so don't put too much stock into it, but they do name specific names in there -- worth following up on any secondary reporting around this regiment and the specific people named from it.","","Independent Russian outlet Volya Media with an anonymously-sourced account: Russia's 31st Engineer Regiment meant to blow up the dam at the end of the week, but screwed up, hence Russia (and its troops) not being prepared for the fallout. (via @kromark) https://t.co/CAk7KuZZ9l","2023-06-07T14:57:08.000Z","https://twitter.com/AricToler/status/1666459279723732995"
"Independent Russian outlet Volya Media with an anonymously-sourced account: Russia's 31st Engineer Regiment meant to blow up the dam at the end of the week, but screwed up, hence Russia (and its troops) not being prepared for the fallout. (via @kromark) https://t.co/CAk7KuZZ9l","","A Ukrainian engineer with Ukrhydroproject suggests that it could have only been an explosion that led to the dam collapse: https://t.co/kenZPNXMiI","2023-06-07T14:55:48.000Z","https://twitter.com/AricToler/status/1666458944091324417"
"Of course Russia is ultimately responsible, no one is arguing otherwise. The question is just about the initial cause of the dam breakage -- Russian negligence of the structure, or intentional explosive detonation, and Illia notes the former option as ""most probable"". https://t.co/AlSB035Dfs","@olya_rudenko ","@AricToler That's not what he says, Aric. He doesn't give the preference to the negligence option ""rather than"" explosives. He says that whatever the reason, Russia is ultimately to blame. Your summary (maliciously?) misinterprets his post.","2023-06-07T14:30:04.000Z","https://twitter.com/AricToler/status/1666452469847580675"
"A Ukrainian engineer with Ukrhydroproject suggests that it could have only been an explosion that led to the dam collapse: https://t.co/kenZPNXMiI","","Illia suggests the Russian (malicious?) negligence option as a possibility for the initial cause of the dam breakage, rather than explosives
https://t.co/tFDpTAS5cZ","2023-06-07T14:24:46.000Z","https://twitter.com/AricToler/status/1666451136587476994"
"Yeah, it's in Audible

(All your questions will be answered in the book!)","@ImdaPrincesse @brett_forrest @TIME ","@brett_forrest @AricToler @TIME Ok.. I'm interested. It needs to be in audio format so I'll look at Audible for a copy. 

Has anyone bothered to ask Muscovy where he is? We can presume he's probably dead or they'd be using him as a trophy, correct?","2023-06-07T14:13:06.000Z","https://twitter.com/AricToler/status/1666448200314568704"
"RT @brett_forrest: Please see my @TIME essay related to my new book Lost Son and the FBI's Confidential Human Source program https://t.co/m…","","","2023-06-07T14:06:04.000Z","https://twitter.com/AricToler/status/1666446427415797761"
"Also: the reason to ignore this guy https://t.co/Qfk2V5UuIi","","Russians very well may have  deliberately blown up the dam, but I'm not sure this is the clear evidence for it, as all previous reports have the dam breaking 20-30min prior.
https://t.co/aObvBQK7wH","2023-06-06T22:03:15.000Z","https://twitter.com/AricToler/status/1666204129956331521"
"That's the guy who says you can predict earthquakes by the movements of the planets","@JennWongSilver ","","2023-06-06T22:01:53.000Z","https://twitter.com/AricToler/status/1666203785633357851"
"Illia suggests the Russian (malicious?) negligence option as a possibility for the initial cause of the dam breakage, rather than explosives
https://t.co/tFDpTAS5cZ","","Or maybe not
https://t.co/QkMGOUqEKV","2023-06-06T21:46:34.000Z","https://twitter.com/AricToler/status/1666199931072176136"
"??? Obviously they didn't","@surfing_fella ","To suggest that Ukrainians did this is an incomprehensible idiocy or outright bias. @AricToler https://t.co/vSXfcbF9Bw","2023-06-06T20:17:45.000Z","https://twitter.com/AricToler/status/1666177580175687682"
"Devices, sure","@C_T_P_A_X ","@AricToler One? To blow up a dam?

Are you ok?","2023-06-06T19:51:57.000Z","https://twitter.com/AricToler/status/1666171086021570560"
"Only the especially rude folks","@JaszaMazur ","@AricToler Some say you have already blocked half of Ukrainian Twitter.
Read, maybe you'll get something.
https://t.co/9gflnH69ez","2023-06-06T19:06:14.000Z","https://twitter.com/AricToler/status/1666159581255421952"
"Or maybe not
https://t.co/QkMGOUqEKV","","Interested to see if any information is released on the explosive device used here (assuming one was used, which is looking more likely)
https://t.co/mP1sVeSai2","2023-06-06T18:59:32.000Z","https://twitter.com/AricToler/status/1666157896302723102"
"Of the two major trips into Belgorod (late May into Grayvoron, and this week into Novaya Tavolzhanka), there's been a blot of bluster from the group, and it's been hard to tell what they've actually done. But this seems like something pretty noteworthy with partial confirmation.","","Since the RDK claimed this kill of the Russian commander, a handful of major Z milbloggers have posted condolences for Andrey Stesyev, seemingly confirming his death. Ukrainian military intelligence also confirmed his death, for what it's worth. https://t.co/UV56VsAM7r","2023-06-06T17:45:23.000Z","https://twitter.com/AricToler/status/1666139234409775112"
"With RDK, everything needs about 6 levels of verificaiton!","@DondrasNikola ","@AricToler Its easy to confirm something when it it true 🤣🤣🤣","2023-06-06T17:43:21.000Z","https://twitter.com/AricToler/status/1666138723061202962"
"Since the RDK claimed this kill of the Russian commander, a handful of major Z milbloggers have posted condolences for Andrey Stesyev, seemingly confirming his death. Ukrainian military intelligence also confirmed his death, for what it's worth. https://t.co/UV56VsAM7r","","Turns out, they probably really did kill him. The RDK fighters got into a firefight with Stesyev (and presumably others) in Novaya Tavolzhanka. I geolocated the footage showing the body to the southern part of the town, 1.5km from the border.

Geolocation below. https://t.co/3Rey4vVXj1","2023-06-06T17:42:20.000Z","https://twitter.com/AricToler/status/1666138467770814464"
"Turns out, they probably really did kill him. The RDK fighters got into a firefight with Stesyev (and presumably others) in Novaya Tavolzhanka. I geolocated the footage showing the body to the southern part of the town, 1.5km from the border.

Geolocation below. https://t.co/3Rey4vVXj1","","Soon after, the Svoboda Rossii Legion (Freedom to Russia) shared additional pages of his ID documents, along with a couple of drone shots showing a body lying in the grass, claiming it was Stesyev.

(Join together the t dot me for the link)

https://t [.] me/legionoffreedom/863","2023-06-06T17:38:05.000Z","https://twitter.com/AricToler/status/1666137395979333643"
